Time,X,Y,Z
0,-0.550234,0.515433,0.473861
0,1.36845,-0.916827,-0.124147
0,-2.01096,-0.492803,0.39258
0,-0.929185,0.0798318,-0.159516
0,0.0222218,-0.427793,-0.531817
0,-0.117476,0.222079,-0.767977
0,0.142465,-0.0346522,1.13434
0,-0.104746,-0.525123,1.91277
0,-2.02672,1.11942,0.779193
0,-1.1011,1.13023,0.373119
0,-0.386473,-1.15877,0.566113
0,-0.704453,-1.37794,-0.353117
0,-0.461466,0.0666573,-0.176286
0,1.20089,0.698399,-0.171629
0,-0.907187,1.18863,0.785532
0,2.65601,0.263486,1.64177
0,0.460816,0.0859235,-1.50996
0,0.721502,-0.84342,-0.513325
0,-0.0435368,-0.275301,-1.56307
0,-0.795631,0.930584,0.677767
0,0.69844,0.173602,0.662284
0,0.241122,-0.168205,1.16477
0,-0.245748,-0.769668,1.21217
0,1.2335,-1.57416,0.637953
0,-2.04442,1.06948,-0.933763
0,0.784208,-0.614876,0.332892
0,-1.38072,-0.280806,-0.0598173
0,0.961174,1.79428,0.58069
0,0.29765,-1.02812,-1.4186
0,0.190337,0.135754,0.60809
0,0.704981,0.360923,-1.46697
0,0.892629,-0.105257,-0.955346
0,-0.414765,-1.39874,-0.344081
0,0.750786,-0.327625,-0.861598
0,-0.258185,0.460956,-1.34939
0,-1.01907,0.127012,-1.24944
0,1.94512,-0.153336,-0.906987
0,-0.817354,-0.483123,-0.569828
0,-2.0916,1.26374,-0.0154833
0,-0.0273763,0.817874,-1.0546
0,-0.758327,0.457416,-0.0643781
0,0.344902,-0.0800873,-0.24138
0,1.43352,1.06579,-2.49876
0,1.48033,2.15873,1.23178
0,-0.214324,-0.689194,0.727833
0,-0.619069,0.35616,-0.0218809
0,1.21805,-0.389458,-0.442802
0,0.378227,1.93384,0.0809709
0,-0.416456,0.857503,0.718128
0,-0.951472,-0.53616,1.09653
0,0.428013,-2.4697,0.481979
0,0.926456,-0.837581,0.677186
0,1.87232,0.396374,-0.625616
0,-0.522461,0.0130339,0.37777
0,0.0628246,0.501596,-0.146945
0,0.180623,0.964811,-1.06483
0,0.108712,0.105764,0.920667
0,-0.226722,0.653048,1.10269
0,-1.8498,1.16863,-0.985382
0,-1.09394,-2.87946,-0.803178
0,-0.00485694,-0.383323,-0.462527
0,-1.1125,0.86723,0.958414
0,0.418119,-1.88653,2.27335
0,0.146975,0.539609,-1.4983
0,-0.0114435,0.413354,-0.140899
0,0.872162,1.30035,-1.34352
0,0.850121,0.39434,-0.00469599
0,-1.57081,1.47985,0.396774
0,-1.78325,-0.243134,0.327223
0,0.506575,-0.127605,0.341591
0,2.11889,1.54654,-0.949519
0,-0.596897,-0.111204,-1.74907
0,-1.3414,-1.62169,-1.14772
0,1.3896,-0.855241,-1.02706
0,0.882838,-0.449304,0.418639
0,-0.728179,-1.80189,0.467717
0,-1.55143,-0.510493,-0.732951
0,0.195346,-0.555945,-0.127735
0,-1.56056,2.00035,-1.20013
0,1.20138,0.149834,0.140907
0,0.35442,-1.88031,0.966392
0,-0.510944,1.2104,-0.151236
0,-0.374522,-1.29122,-0.765509
0,0.422314,-1.30791,-1.9906
0,-0.857549,0.840005,1.78129
0,-0.677416,-1.54883,-0.343129
0,0.183856,0.577897,2.13464
0,0.226849,1.65546,-0.462925
0,0.0865658,-0.592883,-0.680004
0,-0.263406,-0.280655,-0.603976
0,-0.549253,1.0968,2.11311
0,-0.498407,-0.324395,0.524609
0,3.18703,0.0841636,0.972633
0,1.54447,0.344068,0.926233
0,0.607839,1.03251,-1.0344
0,0.204283,0.481218,0.467057
0,1.13702,0.44689,-1.14495
0,0.591316,-0.883079,-0.699378
0,-0.418509,-0.111419,-1.54373
0,1.11689,-1.15552,1.57011
0,-1.12495,1.28192,-0.0284215
0,-1.71642,-1.04296,1.32647
0,0.448649,-0.0787317,-2.21676
0,1.38957,1.87042,1.68802
0,-0.615245,0.382799,0.492141
0,-1.52745,0.180493,1.07104
0,0.764478,-1.11116,-0.862615
0,0.790594,0.632852,-2.25416
0,-2.45659,-0.0765321,-0.589653
0,-0.298301,-0.411291,0.984024
0,0.103568,0.267636,-1.34231
0,-3.3641,1.12354,2.14321
0,-0.342589,0.249315,0.324518
0,1.67529,0.888984,0.496064
0,0.0555721,0.0602328,-1.43946
0,-0.383488,0.886202,-0.233703
0,0.0443506,-1.17613,0.445507
0,-1.46176,0.289883,-0.187225
0,-1.74329,1.06948,-0.163865
0,1.86078,1.47825,-0.879468
0,-0.79172,-1.17198,-1.58646
0,-0.422177,1.44375,-1.91491
0,0.851944,0.768339,0.554693
0,0.733173,-1.10422,0.761572
0,-0.549258,-2.45919,0.0574129
0,-0.844108,1.35882,-0.286347
0,0.0456078,0.38918,-0.267401
0,-0.103841,0.843574,-1.06632
0,-0.701813,-0.967111,1.43675
0,-0.7017,-0.143283,-0.600605
0,-0.308178,-0.737429,0.462724
0,-1.04085,-1.35245,-0.55842
0,-0.798235,-1.33784,-0.323373
0,-1.66012,1.72775,-1.4926
0,-0.646299,-0.403555,1.68468
0,-1.73032,0.14205,1.03716
0,-0.309743,-1.16982,-0.107985
0,1.5271,-0.615786,1.43618
0,0.258667,1.23251,0.218683
0,-0.484376,1.63886,0.225235
0,0.16643,0.807556,0.924152
0,0.812856,-1.35072,-0.637236
0,-0.656529,-0.77908,-0.872104
0,-0.671024,0.335949,0.494409
0,-0.00163596,-0.426032,1.27546
0,-0.0915661,0.937073,-0.569326
0,0.413713,1.34209,-2.60879
0,-0.655085,0.593742,1.21282
0,0.203114,0.0495727,1.61058
0,1.27399,-0.868582,0.116411
0,0.360169,1.7186,0.866071
0,-0.103576,0.220074,-1.88388
0,0.968628,0.645733,1.21216
0,-0.144049,0.128041,-0.481338
0,-1.14805,-0.602256,-1.8193
0,0.914606,-2.17488,2.03214
0,-1.76413,1.49989,-0.908054
0,0.561033,-0.752447,1.67375
0,0.0437027,1.07368,0.076048
0,0.35296,0.616107,-0.528724
0,-1.28029,-1.3016,0.0508426
0,-0.48864,-2.14586,0.512941
0,-1.21849,-1.16033,-0.041626
0,-0.900116,0.122505,1.97346
0,-0.379058,-1.05958,0.181507
0,-0.775232,0.0237515,0.315636
0,-0.0351969,0.0565588,0.19209
0,1.59711,-0.252919,0.127434
0,0.866849,0.471037,-0.358209
0,0.901863,-0.871247,-0.226749
0,-0.771087,0.576175,1.1896
0,0.223336,0.075266,-0.875009
0,-0.702551,-1.19326,-2.17668
0,-0.391034,-0.298105,2.17284
0,1.56281,0.55564,2.08448
0,1.3909,-2.00757,1.06746
0,0.711454,-0.289378,-1.4152
0,0.595401,-2.07913,-0.021475
0,-0.61709,-1.25884,1.1888
0,-0.0413084,0.173966,0.907872
0,-0.00879055,0.451411,0.815852
0,0.566756,0.28598,1.78311
0,1.24197,-0.0857632,-0.909693
0,0.638624,0.215861,1.709
0,0.987493,0.764204,0.0129516
0,-0.875699,-0.197963,0.476828
0,-1.72958,1.24171,2.06704
0,-1.94494,-1.40022,0.229662
0,-0.582581,0.260906,-0.071674
0,-1.02382,1.28841,0.464517
0,-0.559742,1.50503,-0.508406
0,-1.24184,0.183512,0.353158
0,0.531917,0.696351,0.516125
0,0.475494,-0.573754,-0.680744
0,0.742365,0.243456,0.820246
0,-1.70728,-0.500786,1.90702
0,0.552533,0.29555,0.707924
0,2.20845,1.99805,-1.57952
0,-1.2105,-1.61341,-0.747108
0,0.0549193,0.242015,-1.53048
0,-1.86735,-0.764791,0.916171
0,1.09036,1.70582,-0.0323303
0,0.828153,1.00989,-0.496859
0,0.387845,0.658705,-0.909158
0,1.6421,-0.0388123,0.0870352
0,-0.947341,-0.779426,-2.19651
0,0.0551558,2.50569,-1.01862
0,2.9762,1.41425,-0.473589
0,0.0272647,-0.1351,1.70616
0,0.517016,1.18197,0.358172
0,-0.111973,0.326423,-0.406944
0,-1.4522,0.813689,-1.50116
0,-0.268834,-0.439864,0.643354
0,1.5647,1.20497,0.672425
0,-0.629872,-0.183469,-0.329274
0,-0.470281,-0.402451,-0.429138
0,-0.473426,0.951883,-1.05464
0,-0.729474,-1.58341,1.41548
0,-0.796503,0.660775,0.475319
0,1.31884,-0.210017,-0.94754
0,-1.55575,-2.78464,0.161353
0,0.775473,0.471688,-1.52976
0,1.03883,-0.698216,-0.906904
0,-0.720632,0.0784089,-1.4847
0,-0.0370359,0.429448,1.10732
0,0.175957,-1.33963,0.14889
0,-1.06026,-1.11795,-1.3627
0,-1.91125,-0.567163,1.12889
0,2.25648,-0.573585,1.08611
0,-0.394582,-1.65074,0.700942
0,0.234814,1.81802,-1.53468
0,2.79603,1.59172,-0.0179236
0,-0.298638,-0.71581,0.109733
0,-0.183936,0.513795,-0.294367
0,1.41496,0.125046,-0.256817
0,1.02429,-1.62252,0.340988
0,0.0255714,-1.41085,-1.7085
0,1.01034,0.962791,0.172558
0,1.71666,0.440968,1.24981
0,0.420325,-0.27581,-1.05753
0,-0.603436,-0.257122,1.36315
0,0.76992,0.330319,0.87001
0,0.527384,0.261938,-1.49866
0,1.13916,-0.458512,1.08854
0,1.18521,-0.670039,0.949716
0,-0.360987,-0.355032,0.257473
0,0.284473,0.0385515,-1.33429
0,-0.121447,2.27848,-2.784
0,0.86974,1.05712,-1.35835
0,-0.469439,-1.00072,1.85397
0,1.10303,1.15143,0.120647
0,1.31209,-0.00823657,1.35916
0,-0.148696,-0.679242,1.81095
0,-0.0208488,-0.8988,-0.909634
0,-0.906579,0.844442,-0.0988628
0,2.29796,1.18618,0.257138
0,1.4039,-0.495507,-1.85479
0,-0.989583,0.147208,-0.222541
0,0.824415,-0.124614,0.748035
0,1.50097,-0.127696,0.555145
0,-1.75479,-0.123894,-1.23196
0,0.145227,0.236,0.232676
0,-0.480123,2.29847,-1.26802
0,-1.32915,1.65498,-0.704279
0,-0.944691,2.30291,0.985723
0,-0.594465,0.217508,1.94587
0,0.691621,1.28615,0.804803
0,0.930253,0.0397418,0.0113485
0,0.26705,0.734453,-0.283315
0,0.122054,-0.310346,0.115685
0,-1.251,2.60598,-0.73294
0,-0.361461,-0.819264,0.615709
0,-0.196003,-0.963807,0.656883
0,0.791649,-0.0668763,-0.663626
0,2.19107,0.340068,-1.27407
0,1.41404,-0.855775,2.74188
0,0.0796579,1.01332,-2.08002
0,-1.28414,1.33386,0.317815
0,2.0424,0.485175,0.145296
0,1.71357,1.01014,-0.196261
0,-1.0941,-2.37162,-0.437666
0,-1.18634,2.5977,-0.650371
0,-0.677709,-1.52124,-0.266317
0,-0.664535,1.73773,0.168476
0,-0.00886403,-0.134673,0.786175
0,-0.452328,0.667206,1.61397
0,0.460075,-0.249731,-0.953459
0,-0.275124,0.563079,-1.53253
0,0.831543,0.207613,-0.149189
0,-0.659413,-0.476378,0.597306
0,-0.128212,-0.50114,0.468563
0,0.50819,-1.24918,0.571481
0,2.5017,0.469621,-1.69901
0,0.177375,-1.83082,3.16737
0,2.23567,-0.665938,-2.24567
0,-0.878371,-0.180991,-1.76186
0,-0.0690225,-0.187579,0.125155
0,0.229645,-0.965618,-0.853414
0,0.0455922,-0.630992,0.907495
0,0.0358946,1.865,0.820482
0,1.10371,0.132566,0.157362
0,1.73132,-0.378293,0.546779
0,-0.266238,-0.268636,-1.1689
0,-0.742514,-0.928269,0.594369
0,1.04021,-0.0947534,0.229628
0,-0.152471,-0.810776,0.862263
0,0.652535,-1.89255,-0.283109
0,-0.882027,-0.390939,-0.670432
0,-0.0464204,-0.329915,-0.351141
0,1.10739,0.557179,-0.703895
0,-0.555547,0.491793,0.49042
0,-0.60378,-0.233991,1.84681
0,-0.586548,1.9108,1.10367
0,1.72542,-0.629072,-0.168556
0,-0.449164,1.12675,-0.567684
0,0.731215,0.678299,-0.0480295
0,1.29866,0.10768,0.834086
0,-0.494703,-0.723437,0.731146
0,0.43084,0.243308,-0.343688
0,1.54921,-1.11659,-1.17134
0,0.942167,0.860096,0.353763
0,-0.287952,0.502422,1.72083
0,2.51555,-1.65641,-0.41892
0,-0.481773,1.62652,-2.4813
0,0.513835,-0.25681,1.63811
0,1.50104,0.365507,-1.57972
0,-0.573889,-0.464391,-1.32645
0,1.15458,-1.45343,1.96533
0,1.96282,-0.38506,0.328495
0,-0.0722835,0.901825,1.27468
0,0.257997,0.469117,-0.620604
0,0.436714,0.162762,-0.911794
0,-0.0140371,-0.383183,-0.609496
0,-1.14649,0.0625027,-0.780474
0,-0.471108,1.07512,0.632116
0,-0.978767,0.351891,0.132781
0,1.7017,1.38314,-1.53375
0,0.861128,1.2652,0.559359
0,-0.335412,2.41339,0.651409
0,1.97654,1.35148,0.464135
0,-0.579701,-0.0241049,-0.221912
0,-1.21452,0.650282,1.56735
0,-0.298304,2.16366,-1.55758
0,1.05436,1.67152,-0.204031
0,-0.186057,1.04277,0.505991
0,-1.99741,-0.843373,-0.0135495
0,-1.3697,-0.474174,-1.34469
0,-0.370171,-0.336623,0.351755
0,-0.0917593,0.50279,0.383544
0,1.03134,0.873783,0.768124
0,3.10487,0.347403,2.59357
0,0.412218,-0.0828509,-0.373165
0,1.50973,1.6405,0.599784
0,1.13355,-1.27722,-1.54878
0,1.24633,-0.126812,0.749302
0,-0.717288,1.65699,-1.54042
0,-1.38559,1.44431,-2.60984
0,0.378569,-0.107326,-0.735952
0,-0.19994,-0.847524,1.54226
0,1.8045,-0.685738,0.275525
0,-1.32508,1.07305,1.04701
0,-0.295262,0.0168851,-0.0937654
0,-1.61846,1.546,-0.766953
0,-0.760149,-0.15042,0.995549
0,-0.591303,-1.95219,-0.886998
0,0.42414,2.18975,-1.25992
0,-1.2965,-1.5126,-1.63673
0,1.20569,1.49469,0.177756
0,-0.467713,1.79114,0.173908
0,1.08944,-0.516449,0.0442439
0,-1.23734,0.629249,0.190938
0,-0.894563,-0.881107,1.61596
0,1.97167,-0.213135,0.0677536
0,0.400114,0.148032,-1.6743
0,0.427871,-2.08789,-0.732684
0,0.505427,0.599994,-0.810073
0,-0.458437,-0.593836,-0.102844
0,-0.0267944,0.668468,-0.516897
0,0.373396,0.507016,0.198289
0,-0.259606,0.180645,0.75174
0,0.839185,1.81537,-0.990026
0,-0.440007,-1.61347,0.931009
0,-0.334508,0.206191,-0.604339
0,-0.326704,1.22319,0.694233
0,-0.111522,0.767814,0.7899
0,-0.391426,-1.46908,-0.899162
0,-1.34053,1.16443,1.33812
0,1.58637,-2.01956,1.0714
0,2.21219,1.11199,-2.15123
0,1.7683,0.041689,-0.232399
0,0.451095,-1.04901,0.00278237
0,1.62043,0.622397,0.0584015
0,0.0896082,-1.18139,-0.149988
0,-1.6343,1.02244,-2.18571
0,0.8549,0.979411,1.31876
0,0.0868592,0.916628,-0.159747
0,-1.1867,1.53073,-0.0968858
0,-1.40951,-0.466815,-0.427325
0,0.461697,2.34705,0.522419
0,0.206844,2.45578,0.978894
0,0.254249,-0.479412,0.3162
0,-0.0663904,0.0914341,1.3144
0,-0.540322,0.513541,0.94894
0,-0.662113,-0.822621,-0.150342
0,-0.46163,1.15233,-1.00177
0,0.0684714,2.54605,0.413056
0,0.57929,1.16068,-0.462949
0,-1.08142,0.176511,0.265404
0,-1.61821,0.375072,1.06985
0,-0.912948,0.435556,0.892264
0,0.586678,0.681006,-0.2448
0,-1.1275,-0.447146,-0.586057
0,-0.0802591,1.09327,-1.31184
0,0.14425,-1.0634,-0.740047
0,0.558741,-1.18995,0.734244
0,-1.35216,0.66698,-1.54953
0,-0.617813,1.89649,1.70855
0,-0.412525,0.389961,1.20407
0,0.681296,-0.273464,-0.748635
0,0.868103,1.1307,1.7157
0,-1.68725,-1.25312,1.16192
0,-1.55153,1.23855,-0.214933
0,-0.520914,0.205429,-1.34537
0,0.824015,1.68964,0.870576
0,-0.246509,-1.53804,-1.49959
0,-1.32964,-0.0122783,0.1134
0,0.868444,-1.79603,1.31121
0,0.694406,-0.326836,-1.18976
0,1.24914,-0.300094,-0.0200189
0,0.383612,-0.913199,-0.282181
0,0.865317,0.764096,0.773107
0,-1.15518,-0.23658,-0.396394
0,0.425179,0.335658,0.155427
0,2.46573,-0.290806,-0.407823
0,-1.15675,-1.53785,-1.22032
0,-0.718682,1.31007,0.0391639
0,0.193331,-0.0962733,0.365301
0,1.40207,-1.99393,1.21834
0,-2.51504,0.0282026,2.19191
0,0.680658,0.373059,2.00195
0,-0.703063,0.433967,0.578117
0,-0.522402,-0.43411,-0.543779
0,0.087315,0.546692,0.12323
0,0.709462,-1.96915,-0.218251
0,-1.02342,0.301722,0.286917
0,-0.115622,0.510279,0.997813
0,-0.0605205,-1.05169,-1.58126
0,0.0361102,0.241867,-0.969524
0,0.725767,-0.458957,-1.65643
0,1.25644,1.14399,-2.0156
0,-0.5626,-0.601584,1.63949
0,-0.0992927,-1.49588,0.882105
0,-1.23078,-0.26034,-0.769769
0,-0.560455,0.937258,1.52133
0,-1.27437,0.626076,-0.732754
0,-0.701672,0.490636,-1.0279
0,0.470603,0.730113,-0.432532
0,1.32708,-1.27282,1.34541
0,-1.94399,2.69971,-0.406202
0,-1.16231,-0.232672,-1.04648
0,0.386965,1.36766,-0.993456
0,0.579399,-1.53274,1.03295
0,0.416236,1.07618,-0.122347
0,-0.435157,0.816117,-1.30805
0,-1.74282,-0.004962,-0.389597
0,0.553833,1.09155,0.533014
0,1.0119,0.321052,0.494596
0,-0.116657,0.465045,0.166653
0,0.325177,-0.166724,0.808929
0,-0.710453,-0.018349,1.31178
0,-0.948722,-2.16185,0.366457
0,-0.256954,1.01086,-0.130515
0,-0.604339,-0.0758174,1.09307
0,0.57537,-2.4339,0.185767
0,0.235762,-0.01825,-0.61089
0,1.19453,1.24403,-2.20316
0,-0.79796,-0.144731,0.948508
0,0.0348529,-0.683594,0.709534
0,-0.211336,-0.117401,-0.0271584
0,0.574308,-0.30855,0.686947
0,-0.073069,-1.06702,-0.0367763
0,-1.01521,0.0409868,0.829474
0,-1.07363,0.364273,-0.829037
0,0.201701,0.860204,-2.12951
0,-1.11448,-0.368979,0.31504
0,-0.166383,-0.0458808,2.04298
0,-1.21246,1.13549,-0.349978
0,0.549475,2.12895,0.688678
0,0.372496,1.59912,1.1248
0,-0.799394,0.294525,-1.7175
0,-0.540153,0.314053,-0.602105
0,0.273367,-0.0133846,0.536417
0,-0.424199,-0.940149,1.47813
0,-0.495697,0.660011,1.43525
0,0.16267,-0.856307,-0.17861
0,1.01754,0.206248,-1.20514
0,0.596644,0.769531,-0.355312
0,0.610244,0.245019,-0.19743
0,-1.29354,1.07795,0.759211
0,0.583886,1.54453,0.945194
0,0.686566,-2.21323,1.1969
0,0.0830805,0.312492,0.319333
0,0.773833,1.12217,0.634241
0,0.475286,0.231512,-3.35161
0,-0.287591,-0.94159,1.21074
0,0.619037,-0.458137,-0.357717
0,-0.393981,-0.411826,-1.44456
0,-1.66128,0.0290468,1.07531
0,-0.53769,0.303445,0.734261
0,-0.993378,-0.0199754,-0.66652
0,1.60612,1.56246,-0.992343
0,0.385884,1.0676,0.84833
0,0.081563,1.30656,-0.904515
0,-0.303093,-0.877642,0.782493
0,-0.582637,-0.171249,0.61767
0,0.69825,-0.907126,1.05666
0,0.45569,-1.0817,-1.32772
0,-0.0158197,0.850094,0.875716
0,0.356167,0.0486748,0.511738
0,-0.855331,1.68699,1.67394
0,0.428812,0.1973,-0.411421
0,0.528749,-0.691317,-2.22361
0,-2.71411,-0.799498,0.156378
0,0.331972,-0.486757,0.141835
0,-0.274228,-0.999313,-0.0537445
0,0.812957,-0.954062,-0.953605
0,-1.06925,-1.93652,-0.480202
0,0.714086,0.173916,-0.169251
0,0.129065,-0.488982,-1.94789
0,0.783719,1.07112,-0.728157
0,-0.150836,-0.236999,0.351289
0,1.68989,1.15979,-0.376914
0,0.542464,1.25436,0.408345
0,-0.00469941,0.446,-0.703272
0,-0.557281,-1.06403,0.307065
0,-0.131403,-0.823118,-0.164179
0,0.469998,1.91471,1.01207
0,-2.28415,0.239308,1.42932
0,-1.33787,0.551559,-0.236642
0,1.15029,0.404257,-0.884015
0,-0.200851,-0.141696,-0.123178
0,1.11926,-0.84262,1.00305
0,-0.30225,0.223511,0.0723776
0,-0.0218053,-0.0136028,1.45736
0,0.84245,-0.362716,1.58279
0,0.274681,0.357624,-0.837319
0,-0.497499,-0.688504,0.0860729
0,0.638783,0.367232,1.58804
0,-0.887758,0.114869,-1.28294
0,-0.921871,1.26458,-0.463165
0,-0.803364,-2.12998,-0.813355
0,-0.20528,-1.3574,-0.262783
0,1.27063,-0.707305,-0.943383
0,-1.1239,-1.14176,0.535577
0,0.0486687,0.956857,2.01984
0,-1.83039,0.380079,-1.11862
0,0.788899,-0.271912,0.0273228
0,-1.28318,-0.426427,0.0896623
0,1.35608,-0.794561,-0.550692
0,0.94429,-0.85934,1.14239
0,-0.00908658,0.303123,0.367522
0,-0.616221,0.389887,-0.77237
0,-0.502103,0.558691,0.293394
0,-0.074965,-1.25873,-1.00916
0,0.276709,0.732141,-1.10965
0,-0.839825,0.134185,0.112788
0,-1.62396,0.161563,-0.598368
0,1.64105,0.249199,0.421473
0,0.447359,-1.21393,1.94388
0,-1.62291,0.795703,0.618664
0,-0.477002,0.66645,-0.317573
0,-0.675461,0.469559,-1.00656
0,-0.224255,-0.594177,-0.335979
0,0.432729,-0.594366,-0.192324
0,-0.503145,1.444,0.342612
0,0.22007,0.683419,-0.594135
0,0.859257,0.346178,-1.56089
0,-1.42803,-0.572297,-1.32101
0,-0.238278,-1.01374,-0.097723
0,1.41171,-0.0493769,-0.302964
0,0.388243,-0.69642,0.843414
0,0.495213,0.0388656,0.154316
0,2.04175,0.942312,2.19953
0,0.53203,-1.47169,-0.262174
0,-1.7002,0.528303,0.745404
0,-0.885916,-0.655636,0.148751
0,-1.1981,-1.27316,1.23863
0,0.114711,-0.558109,-1.69212
0,0.852351,-0.684518,1.86068
0,0.85931,-0.808142,-0.715472
0,1.72185,-0.0842594,-0.513311
0,0.0277217,-0.517913,0.241048
0,-0.0758236,0.875508,-0.388574
0,-0.884816,-0.348985,-0.355084
0,-0.0775338,0.63454,0.579909
0,1.19966,-0.81149,0.38872
0,0.72732,-0.67422,-0.207631
0,-1.74998,0.906858,-0.215498
0,0.806564,0.20605,-0.185165
0,-1.5928,-1.41495,-2.59315
0,-0.562613,2.27825,-1.28795
0,-2.63143,0.962669,2.36372
0,0.297921,0.288732,-0.309882
0,-1.79426,-1.45071,-0.316753
0,-0.508455,-0.115173,0.829325
0,-0.581838,0.849717,-0.57529
0,1.03824,0.0863676,-0.43583
0,0.0692941,-0.293539,0.113134
0,0.758106,-0.0872156,-0.369569
0,-1.12352,0.579178,0.348272
0,-1.18194,0.835494,-1.19818
0,1.02922,0.687863,0.419666
0,-0.376995,0.57578,1.07637
0,0.592352,-0.67025,0.267407
0,1.13203,2.1991,-0.205213
0,0.857883,1.13448,-0.812405
0,1.78208,-1.06518,0.808986
0,0.30532,0.0555755,2.54683
0,-0.301255,-0.317346,1.33148
0,0.761804,1.2821,0.116869
0,0.316943,1.90094,-0.835954
0,-0.102877,0.798254,-0.195861
0,-0.570146,0.618484,1.33581
0,-0.140834,-0.16859,-0.647688
0,-0.295977,1.08361,0.0810629
0,-0.804991,0.262362,1.05119
0,-0.561886,-1.32861,2.19082
0,-1.37853,-0.359023,0.232129
0,-0.272428,-0.0749108,0.576838
0,-2.39172,-1.26689,0.0442594
0,-0.404217,0.129411,0.227653
0,-2.11592,1.27364,-0.498268
0,-0.865513,0.208355,0.10716
0,1.19669,0.271873,1.15811
0,-0.938177,0.141861,-1.11475
0,0.0976758,-0.114288,-0.157298
0,-0.148528,0.736389,-1.60736
0,-0.899788,-0.0405718,-1.17866
0,0.0461138,-0.0508522,-1.40376
0,-1.45317,-2.62379,-1.22067
0,0.0143233,0.156188,0.2019
0,-0.777919,-0.0183035,0.397245
0,-1.26804,0.123329,0.656481
0,-0.490772,1.06223,-0.467434
0,-0.860061,0.556841,2.03329
0,0.0853536,0.634908,-0.508717
0,-1.24162,0.166266,0.3244
0,-0.357911,0.631056,-0.65408
0,-0.902086,1.06064,1.06535
0,-0.634343,1.71885,-0.287107
